ticket_id,patient_id,created_date,response_time_hours,resolved,issue_type,priority,channel,resolved_date,first_contact_resolution
82572,13132,2022-09-26,3.6,yes,scheduling,medium,web,2022-09-27,no
82573,13015,2023-03-01,4.0,yes,scheduling,high,email,2023-03-03,no
82574,10388,2024-09-03,11.5,yes,app,low,phone,2024-09-03,no
82575,11659,2024-02-08,13.9,yes,claims,low,email,2024-02-09,no
82576,10458,2023-02-07,10.2,no,app,high,phone,,no
82577,13416,2023-11-11,2.3,yes,scheduling,high,phone,2023-11-12,no
82578,12484,2021-03-09,1.1,no,medication,low,app,,no
82579,11021,2021-02-14,13.2,yes,claims,high,email,2021-02-16,no
82580,12588,2024-01-28,2.9,yes,scheduling,medium,email,2024-01-28,no
82581,14816,2021-07-18,13.3,yes,claims,medium,app,2021-07-18,no
82582,11677,2022-04-25,4.1,yes,other,high,phone,2022-04-27,no
82583,10564,2021-11-22,2.6,no,app,low,email,,no
82584,14243,2021-05-17,2.0,yes,claims,high,phone,2021-05-18,no
82585,13475,2022-09-22,3.7,yes,app,medium,phone,2022-09-24,no
82586,12092,2021-08-26,5.9,yes,medication,low,phone,2021-08-27,no
82587,14762,2025-01-25,2.7,yes,scheduling,urgent,phone,2025-01-25,no
82588,11768,2024-06-04,3.4,yes,other,medium,phone,2024-06-04,no
82589,10072,2024-09-25,1.9,yes,other,low,app,2024-09-27,no
82590,12360,2021-03-15,4.1,yes,other,medium,web,2021-03-17,no
82591,13182,2022-06-07,1.8,yes,scheduling,urgent,app,2022-06-09,no
82592,12362,2022-10-16,10.8,no,scheduling,low,app,,no
82593,12227,2021-01-30,2.4,yes,medication,high,web,2021-01-31,no
82594,10711,2021-12-11,13.7,yes,medication,low,email,2021-12-11,no
82595,13249,2023-04-09,1.7,no,app,low,web,,no
82596,13464,2023-11-02,5.3,no,medication,high,app,,no
82597,11273,2021-12-06,5.2,yes,device,urgent,email,2021-12-07,no
82598,10768,2022-11-26,1.1,yes,scheduling,high,app,2022-11-27,no
82599,13196,2021-12-16,2.1,no,app,medium,phone,,no
82600,11584,2024-01-23,3.2,no,medication,high,phone,,no
82601,12278,2021-03-17,4.1,no,claims,low,phone,,no
82602,14796,2022-02-05,2.3,yes,medication,medium,phone,2022-02-06,no
82603,12643,2023-01-19,1.5,yes,device,low,phone,2023-01-19,yes
82604,13255,2023-03-21,11.3,no,medication,medium,phone,,no
82605,12845,2022-06-04,6.9,yes,scheduling,low,web,2022-06-04,no
82606,11617,2021-03-19,8.8,yes,app,high,phone,2021-03-19,no
82607,11868,2024-12-23,7.0,no,other,medium,phone,,no
82608,14302,2022-11-20,6.2,yes,other,medium,phone,2022-11-20,no
82609,11134,2023-04-30,4.1,yes,device,medium,phone,2023-05-01,no
82610,11590,2024-07-03,10.6,yes,scheduling,low,phone,2024-07-03,no
82611,10595,2022-05-06,5.8,no,scheduling,medium,app,,no
82612,13897,2023-09-04,10.4,yes,medication,medium,phone,2023-09-06,no
82613,14925,2023-11-02,1.0,yes,scheduling,high,phone,2023-11-03,no
82614,11496,2024-06-30,9.7,yes,claims,low,app,2024-07-02,no
82615,11348,2021-08-16,2.9,yes,other,low,phone,2021-08-17,no
82616,10226,2024-12-02,11.4,yes,scheduling,medium,web,2024-12-03,no
82617,13450,2024-05-21,14.4,yes,device,low,email,2024-05-22,no
82618,14165,2021-06-22,11.2,no,app,low,phone,,no
82619,11168,2023-04-10,6.5,yes,scheduling,low,phone,2023-04-10,no
82620,14796,2022-02-15,3.0,yes,other,high,app,2022-02-17,no
82621,13743,2024-09-22,1.8,yes,claims,high,phone,2024-09-23,no
82622,14309,2021-01-01,6.0,yes,other,medium,app,2021-01-02,no
82623,10197,2024-09-05,2.9,no,medication,medium,phone,,no
82624,13150,2024-03-08,4.8,yes,medication,medium,email,2024-03-10,no
82625,14126,2024-02-01,1.0,yes,app,high,app,2024-02-02,no
82626,11816,2024-09-11,5.1,yes,device,medium,phone,2024-09-13,no
82627,12276,2024-02-04,0.9,yes,app,high,phone,2024-02-06,no
82628,13059,2021-01-01,6.6,yes,medication,high,phone,2021-01-02,no
82629,10789,2023-02-16,11.0,yes,app,medium,web,2023-02-18,no
82630,12949,2021-10-04,8.7,yes,medication,urgent,app,2021-10-04,no
82631,12268,2024-07-26,9.9,yes,claims,medium,email,2024-07-28,no
82632,14030,2022-02-22,0.8,yes,app,medium,phone,2022-02-24,no
82633,13363,2021-11-28,27.8,yes,claims,medium,phone,2021-11-29,no
82634,11145,2023-08-28,13.8,yes,app,medium,phone,2023-08-29,no
82635,10119,2021-03-23,6.9,yes,other,low,email,2021-03-23,no
82636,12975,2025-01-11,5.7,yes,app,high,phone,2025-01-13,no
82637,12638,2023-05-20,4.4,no,scheduling,low,phone,,no
82638,11740,2023-04-22,5.8,no,scheduling,high,email,,no
82639,13589,2024-04-09,8.5,yes,scheduling,high,phone,2024-04-10,no
82640,10614,2024-11-22,2.6,yes,medication,urgent,phone,2024-11-24,no
82641,11713,2021-12-05,10.0,yes,app,medium,app,2021-12-05,no
82642,12410,2023-02-15,3.9,yes,medication,low,web,2023-02-15,no
82643,10349,2022-01-21,2.0,no,medication,high,phone,,no
82644,10917,2024-09-24,11.0,no,scheduling,low,phone,,no
82645,10431,2021-09-18,7.2,yes,other,medium,email,2021-09-18,no
82646,10877,2021-03-15,6.6,yes,claims,low,phone,2021-03-17,no
82647,14482,2021-04-03,12.1,yes,claims,high,phone,2021-04-03,no
82648,11039,2022-02-21,0.4,yes,medication,low,web,2022-02-23,no
82649,12885,2024-04-14,6.2,yes,claims,medium,phone,2024-04-14,no
82650,13805,2024-11-23,4.0,yes,scheduling,low,phone,2024-11-24,no
82651,13585,2024-11-14,2.0,yes,app,medium,phone,2024-11-14,yes
82652,11675,2023-02-19,1.4,no,scheduling,medium,phone,,no
82653,11826,2024-05-09,2.3,no,claims,low,email,,no
82654,10017,2023-01-30,7.6,no,other,low,email,,no
82655,13291,2021-08-30,4.3,yes,medication,medium,web,2021-08-30,no
82656,12240,2024-09-11,8.0,yes,claims,high,app,2024-09-11,no
82657,13966,2024-01-14,3.0,yes,scheduling,low,phone,2024-01-14,no
82658,14045,2022-03-21,14.6,yes,scheduling,high,phone,2022-03-21,no
82659,12702,2022-02-18,3.5,yes,medication,low,phone,2022-02-20,no
82660,11142,2021-12-04,2.9,yes,app,high,email,2021-12-05,no
82661,13435,2023-11-06,9.1,yes,scheduling,high,web,2023-11-08,no
82662,13445,2021-06-24,8.2,yes,medication,low,email,2021-06-25,no
82663,11426,2024-07-14,5.2,no,medication,low,app,,no
82664,10481,2023-11-12,5.4,yes,scheduling,medium,email,2023-11-12,no
82665,12341,2021-01-02,12.9,yes,claims,medium,email,2021-01-03,no
82666,11693,2021-05-09,11.1,yes,medication,medium,phone,2021-05-09,no
82667,12130,2021-10-20,3.8,yes,scheduling,low,phone,2021-10-21,no
82668,11076,2023-05-21,13.9,no,app,urgent,phone,,no
82669,14794,2023-11-21,2.2,no,medication,medium,app,,no
82670,11354,2021-05-13,0.5,yes,medication,medium,phone,2021-05-13,yes
82671,11504,2024-10-10,4.2,yes,claims,medium,web,2024-10-12,no
82672,10657,2022-12-07,11.2,yes,app,low,app,2022-12-07,no
82673,14993,2022-07-17,9.2,yes,medication,medium,phone,2022-07-18,no
82674,12373,2021-01-22,2.2,yes,scheduling,low,email,2021-01-23,no
82675,13834,2024-08-28,3.5,yes,app,medium,web,2024-08-30,no
82676,13779,2021-03-27,1.4,yes,medication,low,phone,2021-03-27,yes
82677,10221,2021-06-07,3.0,yes,other,low,phone,2021-06-08,no
82678,14987,2023-10-14,2.7,yes,claims,low,phone,2023-10-15,no
82679,11197,2024-05-25,17.9,yes,medication,high,phone,2024-05-27,no
82680,12206,2022-04-28,7.0,yes,medication,low,phone,2022-04-28,no
82681,12632,2024-12-24,4.6,yes,scheduling,low,phone,2024-12-24,no
82682,10131,2023-10-04,0.3,yes,other,urgent,web,2023-10-06,no
82683,13913,2023-05-03,20.3,yes,app,low,email,2023-05-05,no
82684,13137,2023-11-25,1.4,yes,device,high,phone,2023-11-27,no
82685,11423,2023-10-10,6.8,yes,claims,high,phone,2023-10-11,no
82686,10358,2024-08-05,1.0,yes,app,low,phone,2024-08-06,no
82687,11350,2024-12-11,0.7,yes,medication,high,email,2024-12-13,no
82688,10035,2022-09-05,5.6,yes,device,medium,app,2022-09-05,no
82689,14635,2021-01-26,3.9,yes,device,high,email,2021-01-28,no
82690,14941,2023-02-09,3.1,yes,claims,low,phone,2023-02-09,no
82691,14989,2024-11-08,5.7,yes,other,low,app,2024-11-08,no
82692,10826,2021-02-13,4.0,no,other,medium,email,,no
82693,13109,2023-07-05,18.3,no,medication,high,email,,no
82694,10442,2022-05-09,3.0,no,scheduling,low,phone,,no
82695,14525,2024-11-13,8.1,yes,medication,medium,phone,2024-11-15,no
82696,10140,2021-08-23,2.2,yes,device,medium,email,2021-08-23,no
82697,13945,2021-10-01,3.6,yes,medication,medium,app,2021-10-03,no
82698,13781,2024-01-09,5.0,yes,claims,low,app,2024-01-09,no
82699,11733,2023-02-10,1.4,no,claims,low,app,,no
82700,12107,2022-09-16,4.8,yes,medication,low,phone,2022-09-17,no
82701,13505,2021-12-25,0.7,yes,other,low,app,2021-12-25,yes
82702,12307,2024-12-08,2.9,yes,scheduling,low,phone,2024-12-08,no
82703,13449,2021-03-14,4.1,no,other,high,phone,,no
82704,12822,2022-11-24,2.3,yes,scheduling,medium,phone,2022-11-26,no
82705,10695,2024-02-20,4.0,yes,device,medium,phone,2024-02-20,no
82706,12242,2023-06-17,1.0,yes,device,low,email,2023-06-17,yes
82707,14815,2022-05-06,7.8,yes,claims,low,phone,2022-05-07,no
82708,12690,2022-11-17,3.3,no,app,medium,phone,,no
82709,14895,2024-11-03,1.0,yes,other,low,email,2024-11-05,no
82710,10171,2022-12-28,10.6,yes,device,high,phone,2022-12-28,no
82711,10587,2024-01-28,4.1,no,medication,high,phone,,no
82712,10594,2024-07-10,2.3,yes,app,low,phone,2024-07-10,no
82713,12663,2024-09-11,5.7,yes,medication,medium,phone,2024-09-13,no
82714,13511,2022-03-25,2.5,yes,medication,low,phone,2022-03-27,no
82715,12369,2022-07-08,1.3,yes,medication,low,email,2022-07-10,no
82716,14377,2021-01-29,10.2,yes,medication,medium,phone,2021-01-31,no
82717,13042,2022-08-04,9.0,yes,app,medium,email,2022-08-05,no
82718,13011,2021-11-29,2.7,yes,other,medium,web,2021-12-01,no
82719,12343,2021-09-08,0.3,yes,scheduling,medium,app,2021-09-09,no
82720,12217,2024-05-15,10.1,yes,device,medium,phone,2024-05-15,no
82721,14463,2024-11-09,2.9,yes,medication,low,email,2024-11-11,no
82722,12143,2022-04-04,24.2,yes,scheduling,urgent,phone,2022-04-06,no
82723,11202,2022-08-11,1.6,no,scheduling,low,app,,no
82724,12686,2024-12-09,5.2,yes,medication,medium,email,2024-12-11,no
82725,11427,2023-02-27,0.8,yes,medication,medium,email,2023-02-28,no
82726,10816,2023-04-21,10.0,yes,medication,medium,phone,2023-04-21,no
82727,13356,2022-12-26,4.1,yes,medication,low,phone,2022-12-26,no
82728,11955,2024-09-18,3.8,no,medication,low,web,,no
82729,11851,2021-09-18,3.1,yes,app,low,phone,2021-09-19,no
82730,12724,2024-10-04,0.3,yes,other,low,web,2024-10-05,no
82731,14744,2023-09-17,3.1,yes,scheduling,high,web,2023-09-17,no
82732,13713,2021-04-11,7.1,yes,scheduling,low,email,2021-04-11,no
82733,13263,2023-04-03,0.7,yes,scheduling,low,phone,2023-04-03,yes
82734,11955,2023-08-03,5.2,yes,scheduling,medium,app,2023-08-04,no
82735,11740,2024-10-05,2.6,yes,claims,high,email,2024-10-07,no
82736,11033,2023-05-08,2.2,yes,claims,low,email,2023-05-09,no
82737,14563,2022-11-10,2.3,yes,medication,high,app,2022-11-10,no
82738,12141,2021-09-18,18.5,yes,medication,medium,phone,2021-09-19,no
82739,10134,2021-12-25,4.4,yes,medication,low,web,2021-12-25,no
82740,13241,2024-03-02,4.1,yes,app,low,app,2024-03-03,no
82741,11560,2024-11-12,4.3,no,app,medium,phone,,no
82742,11664,2023-03-20,6.6,yes,device,medium,phone,2023-03-22,no
82743,11135,2023-02-12,2.0,yes,app,medium,app,2023-02-12,yes
82744,13926,2021-01-06,9.2,yes,device,high,email,2021-01-07,no
82745,13076,2021-08-10,0.6,yes,claims,high,phone,2021-08-12,no
82746,11480,2022-02-26,12.7,yes,app,low,phone,2022-02-26,no
82747,11613,2021-12-29,0.9,yes,other,medium,phone,2021-12-31,no
82748,13623,2022-07-17,5.0,yes,claims,low,email,2022-07-19,no
82749,13353,2023-10-29,3.6,yes,claims,high,app,2023-10-30,no
82750,14252,2024-05-09,5.6,no,claims,medium,phone,,no
82751,12637,2024-11-14,5.3,yes,app,low,email,2024-11-16,no
82752,14632,2024-01-10,5.0,yes,medication,medium,email,2024-01-12,no
82753,13087,2024-02-06,6.6,yes,app,medium,web,2024-02-07,no
82754,10566,2022-11-16,4.8,yes,scheduling,low,web,2022-11-18,no
82755,14696,2024-01-21,7.1,yes,medication,low,email,2024-01-22,no
82756,12639,2021-04-08,2.5,yes,app,low,phone,2021-04-09,no
82757,11063,2021-06-06,6.4,yes,other,high,email,2021-06-07,no
82758,14684,2021-12-05,2.2,yes,medication,low,app,2021-12-05,no
82759,10385,2022-04-11,4.0,no,scheduling,high,phone,,no
82760,14756,2023-08-23,5.7,yes,device,medium,email,2023-08-25,no
82761,12140,2021-05-02,4.4,yes,claims,low,email,2021-05-03,no
82762,14631,2021-07-31,2.0,no,medication,medium,email,,no
82763,13178,2021-12-12,2.4,no,app,low,email,,no
82764,12450,2023-10-19,7.2,yes,scheduling,low,app,2023-10-21,no
82765,14552,2022-09-17,5.9,yes,medication,medium,phone,2022-09-17,no
82766,14022,2021-06-03,8.3,yes,app,urgent,app,2021-06-03,no
82767,13507,2025-01-18,3.3,yes,claims,low,app,2025-01-19,no
82768,14924,2022-11-11,11.5,yes,device,low,app,2022-11-12,no
82769,13188,2021-09-17,3.8,no,other,high,app,,no
82770,12456,2022-04-02,6.2,yes,medication,low,phone,2022-04-03,no
82771,14146,2023-08-16,4.9,yes,scheduling,urgent,phone,2023-08-18,no
82772,12644,2021-11-03,2.0,yes,scheduling,medium,email,2021-11-03,yes
82773,10697,2022-02-02,12.2,yes,claims,high,email,2022-02-04,no
82774,14016,2024-11-26,5.1,yes,claims,low,phone,2024-11-28,no
82775,10405,2022-10-16,1.5,yes,claims,high,phone,2022-10-17,no
82776,11369,2024-06-29,7.0,yes,app,high,phone,2024-06-30,no
82777,10967,2023-10-23,9.1,yes,scheduling,low,app,2023-10-23,no
82778,13031,2021-09-15,0.4,yes,medication,low,app,2021-09-15,yes
82779,10115,2025-01-19,3.0,yes,medication,low,email,2025-01-19,no
82780,11071,2022-07-29,7.9,yes,medication,high,app,2022-07-31,no
82781,14522,2024-05-28,3.9,yes,claims,high,phone,2024-05-30,no
82782,11003,2022-10-03,10.1,yes,app,medium,email,2022-10-05,no
82783,10091,2021-04-02,6.0,yes,claims,high,app,2021-04-04,no
82784,12565,2022-10-23,2.6,yes,medication,high,email,2022-10-25,no
82785,14567,2024-01-03,8.7,yes,app,medium,phone,2024-01-03,no
82786,11126,2025-01-27,12.3,yes,medication,low,app,2025-01-29,no
82787,13349,2023-08-13,1.4,no,claims,high,email,,no
82788,13297,2023-05-26,2.5,yes,app,low,app,2023-05-28,no
82789,13273,2024-03-16,2.2,no,medication,low,app,,no
82790,11817,2021-01-22,2.1,yes,scheduling,low,phone,2021-01-23,no
82791,12969,2023-08-23,2.0,yes,other,low,phone,2023-08-23,yes
82792,10814,2021-01-22,4.6,no,medication,low,web,,no
82793,10851,2021-01-13,2.8,yes,scheduling,low,email,2021-01-14,no
82794,14416,2023-09-06,6.9,yes,claims,high,web,2023-09-06,no
82795,11472,2022-03-17,11.0,yes,device,low,phone,2022-03-18,no
82796,14898,2022-04-11,1.9,no,app,medium,app,,no
82797,11220,2024-05-14,3.4,yes,claims,high,email,2024-05-14,no
82798,10333,2022-04-30,2.5,yes,medication,high,phone,2022-05-01,no
82799,10323,2024-07-18,6.2,yes,medication,medium,phone,2024-07-19,no
82800,14165,2023-03-16,7.1,no,claims,medium,web,,no
82801,10522,2023-05-21,5.4,no,scheduling,low,app,,no
82802,10124,2023-10-14,5.9,yes,scheduling,medium,web,2023-10-15,no
82803,11984,2021-06-20,13.7,yes,device,low,phone,2021-06-22,no
82804,12320,2021-09-28,5.9,yes,medication,high,app,2021-09-30,no
82805,10840,2023-04-15,2.3,yes,medication,low,app,2023-04-16,no
82806,10644,2023-03-09,8.1,yes,app,medium,email,2023-03-09,no
82807,10728,2025-01-24,5.0,no,app,high,app,,no
82808,14126,2025-01-04,1.7,yes,scheduling,high,app,2025-01-04,yes
82809,13225,2021-09-20,3.1,yes,app,medium,phone,2021-09-22,no
82810,13538,2022-08-13,4.0,yes,app,low,app,2022-08-14,no
82811,14575,2023-05-19,5.8,yes,device,medium,web,2023-05-19,no
82812,10049,2022-09-17,3.2,yes,medication,high,app,2022-09-18,no
82813,13202,2021-10-01,3.1,yes,medication,low,web,2021-10-01,no
82814,11634,2023-08-27,3.0,yes,medication,medium,app,2023-08-29,no
82815,12748,2021-11-06,9.1,yes,scheduling,low,phone,2021-11-08,no
82816,13584,2024-10-06,8.8,yes,scheduling,medium,phone,2024-10-08,no
82817,11519,2022-10-27,0.9,yes,medication,medium,web,2022-10-27,yes
82818,14862,2022-08-12,5.8,yes,scheduling,low,phone,2022-08-13,no
82819,12517,2021-07-29,2.2,yes,medication,low,email,2021-07-31,no
82820,11823,2025-01-13,0.9,no,scheduling,low,app,,no
82821,14052,2024-11-26,11.1,yes,scheduling,high,app,2024-11-27,no
82822,13778,2021-10-14,7.4,yes,app,high,app,2021-10-16,no
82823,13708,2021-10-03,6.3,yes,other,medium,phone,2021-10-04,no
82824,11968,2024-10-04,3.3,yes,app,low,web,2024-10-04,no
82825,13816,2025-01-05,3.1,yes,app,medium,app,2025-01-07,no
82826,10092,2023-03-10,4.9,yes,medication,medium,email,2023-03-12,no
82827,12577,2021-05-21,9.6,yes,app,high,email,2021-05-21,no
82828,13987,2025-01-30,4.4,yes,medication,low,email,2025-02-01,no
82829,13783,2022-03-14,1.5,yes,medication,low,email,2022-03-14,yes
82830,11106,2021-09-12,8.4,yes,app,high,phone,2021-09-13,no
82831,12086,2024-06-13,5.2,yes,medication,low,web,2024-06-15,no
82832,13546,2023-07-05,2.3,yes,scheduling,medium,app,2023-07-05,no
82833,12364,2024-10-02,6.7,yes,scheduling,high,app,2024-10-03,no
82834,10744,2024-06-17,13.2,yes,medication,medium,phone,2024-06-18,no
82835,12104,2022-01-06,7.4,yes,medication,low,phone,2022-01-06,no
82836,14764,2023-05-23,2.8,no,scheduling,low,app,,no
82837,12415,2024-09-01,13.9,yes,medication,medium,web,2024-09-01,no
82838,13546,2022-01-16,10.5,yes,other,low,app,2022-01-18,no
82839,10490,2021-10-13,0.4,yes,scheduling,high,email,2021-10-14,no
82840,11059,2023-05-18,12.1,yes,scheduling,urgent,phone,2023-05-19,no
82841,13080,2023-05-26,8.4,no,device,high,phone,,no
82842,10401,2025-02-04,4.6,yes,other,high,phone,2025-02-06,no
82843,12069,2023-01-09,5.7,yes,other,low,email,2023-01-09,no
82844,12523,2023-10-24,5.1,yes,app,medium,phone,2023-10-25,no
82845,12006,2024-09-29,1.3,no,medication,medium,phone,,no
82846,12243,2024-10-23,6.8,yes,device,high,phone,2024-10-23,no
82847,10031,2021-09-16,1.1,yes,app,high,app,2021-09-16,yes
82848,11068,2021-10-20,6.3,yes,app,low,web,2021-10-21,no
82849,11102,2021-09-30,17.8,yes,medication,medium,phone,2021-09-30,no
82850,13377,2022-03-08,4.4,yes,device,high,phone,2022-03-10,no
82851,13225,2023-03-06,2.7,no,other,low,app,,no
82852,11601,2023-11-22,11.0,yes,device,medium,app,2023-11-22,no
82853,13704,2023-12-28,8.7,yes,app,low,email,2023-12-28,no
82854,13288,2022-03-24,1.6,yes,device,medium,phone,2022-03-26,no
82855,10042,2024-08-13,7.8,yes,medication,low,email,2024-08-13,no
82856,14442,2021-06-18,2.9,no,claims,low,app,,no
82857,11131,2021-12-26,10.3,no,other,high,phone,,no
82858,11627,2024-05-13,4.3,yes,medication,medium,app,2024-05-15,no
82859,12934,2023-03-05,11.2,yes,scheduling,low,phone,2023-03-05,no
82860,11436,2023-11-20,2.4,yes,scheduling,low,email,2023-11-20,no
82861,14427,2022-06-21,2.3,yes,scheduling,high,phone,2022-06-22,no
82862,11118,2023-12-13,2.4,yes,app,medium,phone,2023-12-15,no
82863,13383,2024-06-20,13.1,yes,scheduling,medium,app,2024-06-21,no
82864,12061,2022-08-23,0.7,yes,scheduling,low,phone,2022-08-23,yes
82865,14702,2023-12-11,4.9,yes,app,low,phone,2023-12-11,no
82866,10137,2022-08-01,2.5,yes,claims,medium,phone,2022-08-02,no
82867,14784,2024-08-31,6.1,yes,medication,low,app,2024-09-01,no
82868,14913,2024-04-14,1.2,yes,scheduling,medium,app,2024-04-15,no
82869,12855,2024-08-21,8.9,yes,device,low,app,2024-08-21,no
82870,14608,2021-05-14,7.6,yes,other,medium,phone,2021-05-15,no
82871,13332,2024-11-12,11.1,yes,scheduling,medium,app,2024-11-12,no
82872,12061,2023-11-04,9.7,yes,scheduling,low,email,2023-11-06,no
82873,11068,2022-05-16,3.1,no,app,medium,phone,,no
82874,10053,2024-07-16,14.0,yes,medication,medium,app,2024-07-18,no
82875,14106,2022-04-26,3.6,yes,medication,low,app,2022-04-28,no
82876,11218,2021-01-01,4.9,yes,medication,medium,app,2021-01-01,no
82877,12763,2022-06-17,9.5,yes,other,medium,phone,2022-06-17,no
82878,12632,2021-06-04,15.8,yes,medication,high,email,2021-06-05,no
82879,13536,2023-01-06,9.6,yes,scheduling,low,phone,2023-01-06,no
82880,14399,2022-04-13,4.8,yes,medication,low,app,2022-04-14,no
82881,14105,2023-10-06,9.1,yes,medication,urgent,phone,2023-10-06,no
82882,11518,2024-01-12,9.6,yes,claims,low,phone,2024-01-14,no
82883,10814,2024-03-17,9.7,no,scheduling,medium,app,,no
82884,14379,2022-03-12,19.1,yes,medication,low,app,2022-03-14,no
82885,11148,2022-03-14,15.5,yes,scheduling,low,phone,2022-03-14,no
82886,11843,2024-07-12,3.8,yes,app,medium,email,2024-07-12,no
82887,11343,2022-03-23,8.4,no,scheduling,medium,email,,no
82888,10767,2024-01-08,3.0,yes,medication,high,email,2024-01-10,no
82889,10166,2024-12-20,4.3,no,device,low,app,,no
82890,11222,2024-08-31,8.5,yes,scheduling,high,phone,2024-09-01,no
82891,11442,2023-11-24,2.1,yes,scheduling,urgent,email,2023-11-25,no
82892,11735,2021-10-14,5.3,yes,medication,medium,email,2021-10-15,no
82893,11076,2021-08-28,11.1,yes,scheduling,medium,app,2021-08-29,no
82894,11930,2021-12-02,4.9,yes,other,medium,phone,2021-12-02,no
82895,11596,2023-04-26,5.1,yes,medication,medium,phone,2023-04-27,no
82896,13106,2022-09-05,7.3,yes,claims,medium,phone,2022-09-06,no
82897,13612,2024-10-23,12.2,yes,app,low,phone,2024-10-25,no
82898,12951,2023-05-30,3.6,yes,claims,medium,app,2023-06-01,no
82899,11225,2022-01-12,6.9,yes,scheduling,low,phone,2022-01-14,no
82900,14665,2022-09-06,4.1,yes,other,low,phone,2022-09-06,no
82901,13922,2023-09-30,1.5,no,medication,high,email,,no
82902,14223,2022-02-11,5.9,yes,app,medium,phone,2022-02-11,no
82903,11202,2022-01-13,2.3,no,app,low,app,,no
82904,10398,2024-11-19,5.0,yes,device,high,phone,2024-11-20,no
82905,14682,2021-01-15,2.8,yes,medication,low,phone,2021-01-17,no
82906,12558,2022-01-02,5.7,yes,medication,low,web,2022-01-03,no
82907,11700,2021-05-19,5.5,yes,scheduling,medium,app,2021-05-21,no
82908,12740,2024-01-10,7.3,yes,scheduling,high,app,2024-01-12,no
82909,10689,2021-02-09,5.6,no,scheduling,urgent,app,,no
82910,14028,2025-02-06,0.9,yes,scheduling,low,email,2025-02-08,no
82911,14882,2024-12-01,2.8,no,other,urgent,app,,no
82912,11055,2024-03-17,2.7,yes,scheduling,high,web,2024-03-18,no
82913,12796,2023-03-07,5.9,yes,scheduling,low,web,2023-03-09,no
82914,14156,2022-01-19,2.4,yes,scheduling,medium,web,2022-01-20,no
82915,10301,2024-02-01,11.7,yes,medication,medium,app,2024-02-02,no
82916,11704,2022-12-24,2.6,yes,medication,medium,phone,2022-12-25,no
82917,11531,2022-04-12,1.8,yes,claims,low,app,2022-04-12,yes
82918,14184,2024-10-20,6.4,yes,claims,low,phone,2024-10-22,no
82919,12238,2021-08-25,4.3,yes,other,high,phone,2021-08-26,no
82920,12781,2024-10-02,3.0,yes,other,medium,phone,2024-10-02,no
82921,14933,2025-01-27,4.3,yes,device,medium,email,2025-01-29,no
82922,12119,2023-09-12,4.9,yes,other,medium,app,2023-09-13,no
82923,12034,2024-10-10,2.8,no,claims,medium,phone,,no
82924,10465,2022-02-01,6.8,yes,device,medium,phone,2022-02-03,no
82925,14991,2021-06-07,5.0,yes,medication,medium,email,2021-06-07,no
82926,12689,2021-08-14,5.9,yes,medication,low,phone,2021-08-16,no
82927,12755,2024-02-17,8.9,yes,claims,high,email,2024-02-19,no
82928,14224,2023-04-03,7.3,yes,device,high,phone,2023-04-04,no
82929,14331,2024-08-05,0.7,yes,app,low,email,2024-08-06,no
82930,12026,2024-01-10,4.5,no,medication,low,phone,,no
82931,14495,2021-04-29,3.1,yes,medication,medium,web,2021-04-29,no
82932,13512,2021-04-15,1.9,yes,medication,low,email,2021-04-16,no
82933,13560,2022-10-10,4.8,no,scheduling,low,web,,no
82934,12582,2023-03-27,9.5,yes,other,medium,email,2023-03-29,no
82935,12738,2021-02-18,0.5,yes,medication,low,phone,2021-02-19,no
82936,10732,2024-08-25,3.9,yes,app,high,web,2024-08-27,no
82937,12877,2022-02-22,1.7,yes,scheduling,high,phone,2022-02-22,yes
82938,11965,2023-02-23,6.0,yes,scheduling,medium,email,2023-02-25,no
82939,14875,2024-06-30,1.0,yes,app,low,phone,2024-06-30,yes
82940,13597,2023-01-11,4.9,yes,device,low,app,2023-01-12,no
82941,10450,2021-07-02,5.5,yes,medication,low,app,2021-07-04,no
82942,12733,2023-06-23,1.6,yes,medication,medium,phone,2023-06-23,yes
82943,13873,2023-05-17,6.9,yes,claims,high,phone,2023-05-19,no
82944,10458,2025-01-12,1.7,yes,other,low,web,2025-01-13,no
82945,13346,2023-07-04,5.2,yes,device,high,email,2023-07-04,no
82946,10223,2022-08-07,9.0,yes,claims,high,web,2022-08-09,no
82947,12624,2022-06-21,6.9,no,medication,high,email,,no
82948,14079,2022-03-31,3.3,yes,claims,low,app,2022-04-01,no
82949,14409,2021-11-21,3.0,yes,scheduling,high,app,2021-11-23,no
82950,11149,2024-01-05,9.1,no,app,medium,phone,,no
82951,12609,2022-09-16,5.7,yes,other,medium,app,2022-09-17,no
82952,13968,2023-05-24,5.7,yes,device,medium,phone,2023-05-26,no
82953,12069,2021-09-13,2.6,no,app,high,phone,,no
82954,12828,2022-08-17,3.4,yes,medication,medium,app,2022-08-19,no
82955,13734,2023-02-15,7.4,yes,device,urgent,web,2023-02-17,no
82956,11545,2022-12-25,6.0,yes,app,low,app,2022-12-26,no
82957,13811,2022-06-12,7.1,yes,other,medium,phone,2022-06-14,no
82958,14814,2023-12-26,8.4,yes,app,urgent,phone,2023-12-28,no
82959,14600,2023-09-08,12.4,no,app,high,phone,,no
82960,14255,2021-07-13,4.7,yes,other,low,app,2021-07-15,no
82961,12691,2021-06-01,10.4,yes,medication,medium,email,2021-06-02,no
